dimer,ipSAE_rank_001,ipSAE_rank_002,ipSAE_rank_003,ipTM_af_rank_001,ipTM_af_rank_002,ipTM_af_rank_003
ATGP3_GAG__AT1G55325.2,0.0,0.0,0.0,0.21,0.2,0.19
ATGP3_GAG__AT1G55460.1,0.0,0.0,0.0,0.14,0.13,0.12
ATGP3_GAG__AT1G55520.2,0.0123,0.0111,0.0,0.2,0.17,0.17
ATGP3_GAG__AT1G55540.2,0.0,0.0,0.0,0.24,0.24,0.22
ATGP3_GAG__AT1G55580.1,0.013,0.0118,0.0,0.33,0.28,0.26
ATGP3_GAG__AT1G55600.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G55750.1,0.0108,0.0,0.0,0.21,0.15,0.12
ATGP3_GAG__AT1G55790.1,0.0,0.0,0.0,0.15,0.14,0.14
ATGP3_GAG__AT1G55800.1,0.0,0.0,0.0,0.14,0.14,0.13
ATGP3_GAG__AT1G55915.1,0.0,0.0,0.0,0.15,0.14,0.14
ATGP3_GAG__AT1G55928.1,0.0,0.0,0.0,0.11,0.11,0.1
ATGP3_GAG__AT1G55950.1,0.0,0.0,0.0,0.14,0.11,0.09
ATGP3_GAG__AT1G55970.1,0.0303,0.0,0.0,0.35,0.23,0.2
ATGP3_GAG__AT1G56010.2,0.0,0.0,0.0,0.15,0.12,0.11
ATGP3_GAG__AT1G56070.1,0.0,0.0,0.0,0.2,0.19,0.14
ATGP3_GAG__AT1G56170.2,0.01,0.0,0.0,0.2,0.19,0.14
ATGP3_GAG__AT1G56280.1,0.0,0.0,0.0,0.11,0.1,0.1
ATGP3_GAG__AT1G56290.1,0.0,0.0,0.0,0.16,0.16,0.14
ATGP3_GAG__AT1G56310.1,0.0,0.0,0.0,0.23,0.23,0.18
ATGP3_GAG__AT1G56350.1,0.0,0.0,0.0,0.12,0.12,0.11
ATGP3_GAG__AT1G56380.2,0.0916,0.0112,0.0,0.42,0.24,0.17
ATGP3_GAG__AT1G56460.2,0.0,0.0,0.0,0.15,0.13,0.13
ATGP3_GAG__AT1G56650.1,0.0,0.0,0.0,0.1,0.1,0.1
ATGP3_GAG__AT1G57560.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G57700.1,0.0,0.0,0.0,0.2,0.19,0.18
ATGP3_GAG__AT1G57800.1,0.0,0.0,0.0,0.13,0.14,0.13
ATGP3_GAG__AT1G57820.1,0.0,0.0,0.0,0.14,0.13,0.13
ATGP3_GAG__AT1G57860.1,0.0,0.0,0.0,0.08,0.08,0.08
ATGP3_GAG__AT1G58100.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G58110.2,0.0,0.0,0.0,0.16,0.13,0.12
ATGP3_GAG__AT1G58210.1,0.0,0.0,0.0,0.2,0.18,0.17
ATGP3_GAG__AT1G58330.1,0.0436,0.0111,0.0101,0.43,0.26,0.23
ATGP3_GAG__AT1G58380.1,0.0,0.0,0.0,0.18,0.14,0.13
ATGP3_GAG__AT1G59359.1,0.0,0.0,0.0,0.13,0.12,0.1
ATGP3_GAG__AT1G59453.1,0.0,0.0,0.0,0.23,0.2,0.19
ATGP3_GAG__AT1G59530.1,0.0,0.0,0.0,0.12,0.11,0.09
ATGP3_GAG__AT1G59640.2,0.0,0.0,0.0,0.17,0.13,0.12
ATGP3_GAG__AT1G59660.1,0.0,0.0,0.0,0.17,0.17,0.16
ATGP3_GAG__AT1G59750.3,0.0,0.0,0.0,0.18,0.15,0.14
ATGP3_GAG__AT1G59810.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G59830.1,0.0,0.0,0.0,0.18,0.15,0.13
ATGP3_GAG__AT1G59890.2,0.0208,0.0,0.0,0.23,0.19,0.19
ATGP3_GAG__AT1G59920.1,0.0,0.0,0.0,0.18,0.15,0.15
ATGP3_GAG__AT1G59930.1,0.0112,0.0,0.0,0.29,0.15,0.14
ATGP3_GAG__AT1G59940.1,0.0,0.0,0.0,0.28,0.2,0.14
ATGP3_GAG__AT1G60040.1,0.0,0.0,0.0,0.13,0.12,0.11
ATGP3_GAG__AT1G60080.1,0.0,0.0,0.0,0.19,0.18,0.16
ATGP3_GAG__AT1G60170.1,0.0,0.0,0.0,0.11,0.12,0.11
ATGP3_GAG__AT1G60200.1,0.0,0.0,0.0,0.18,0.16,0.16
ATGP3_GAG__AT1G60230.1,0.0,0.0,0.0,0.15,0.15,0.14
ATGP3_GAG__AT1G60240.1,0.0,0.0,0.0,0.17,0.12,0.1
ATGP3_GAG__AT1G60250.1,0.2394,0.0,0.0,0.43,0.13,0.12
ATGP3_GAG__AT1G60300.1,0.0,0.0,0.0,0.14,0.14,0.12
ATGP3_GAG__AT1G60340.1,0.0,0.0,0.0,0.14,0.15,0.12
ATGP3_GAG__AT1G60350.1,0.0,0.0,0.0,0.16,0.15,0.13
ATGP3_GAG__AT1G60460.1,0.0,0.0,0.0,0.21,0.15,0.14
ATGP3_GAG__AT1G60650.2,0.0,0.0,0.0,0.13,0.12,0.11
ATGP3_GAG__AT1G60700.1,0.0,0.0,0.0,0.13,0.13,0.12
ATGP3_GAG__AT1G60900.1,0.2457,0.0459,0.0,0.23,0.2,0.16
ATGP3_GAG__AT1G60930.1,0.0,0.0,0.0,0.19,0.19,0.18
ATGP3_GAG__AT1G61000.1,0.0,0.0,0.0,0.15,0.11,0.11
ATGP3_GAG__AT1G61030.1,0.0,0.0,0.0,0.26,0.22,0.2
ATGP3_GAG__AT1G61040.1,0.0,0.0,0.0,0.2,0.16,0.14
ATGP3_GAG__AT1G61110.1,0.0,0.0,0.0,0.16,0.12,0.11
ATGP3_GAG__AT1G61140.1,0.0,0.0,0.0,0.2,0.19,0.18
ATGP3_GAG__AT1G61410.1,0.0,0.0,0.0,0.16,0.1,0.09
ATGP3_GAG__AT1G61580.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G61660.1,0.0,0.0,0.0,0.11,0.11,0.11
ATGP3_GAG__AT1G61700.1,0.0,0.0,0.0,0.1,0.09,0.07
ATGP3_GAG__AT1G61730.1,0.0,0.0,0.0,0.2,0.14,0.13
ATGP3_GAG__AT1G61940.1,0.0,0.0,0.0,0.12,0.12,0.11
ATGP3_GAG__AT1G61960.1,0.0144,0.0129,0.0,0.31,0.2,0.16
ATGP3_GAG__AT1G61970.2,0.0,0.0,0.0,0.15,0.15,0.14
ATGP3_GAG__AT1G61980.1,0.0,0.0,0.0,0.16,0.16,0.13
ATGP3_GAG__AT1G61990.1,0.0,0.0,0.0,0.14,0.14,0.14
ATGP3_GAG__AT1G62010.1,0.0,0.0,0.0,0.22,0.16,0.16
ATGP3_GAG__AT1G62085.1,0.0105,0.0,0.0,0.27,0.18,0.17
ATGP3_GAG__AT1G62110.1,0.0119,0.0099,0.0,0.27,0.2,0.15
ATGP3_GAG__AT1G62120.1,0.0113,0.0,0.0,0.26,0.23,0.17
ATGP3_GAG__AT1G62150.1,0.0113,0.0,0.0,0.22,0.2,0.15
ATGP3_GAG__AT1G62300.1,0.0867,0.0123,0.0133,0.21,0.19,0.19
ATGP3_GAG__AT1G62310.1,0.0,0.0,0.0,0.18,0.17,0.17
ATGP3_GAG__AT1G62360.1,0.0,0.0,0.0,0.13,0.13,0.12
ATGP3_GAG__AT1G62410.1,0.0,0.0,0.0,0.24,0.24,0.21
ATGP3_GAG__AT1G62490.1,0.0,0.0,0.0,0.16,0.14,0.13
ATGP3_GAG__AT1G62700.1,0.0,0.0,0.0,0.16,0.13,0.13
ATGP3_GAG__AT1G62750.1,0.0,0.0,0.0,0.15,0.14,0.14
ATGP3_GAG__AT1G62830.1,0.0,0.0,0.0,0.23,0.23,0.22
ATGP3_GAG__AT1G62850.3,0.0,0.0,0.0,0.11,0.08,0.09
ATGP3_GAG__AT1G62886.1,0.0,0.0,0.0,0.29,0.15,0.12
ATGP3_GAG__AT1G62975.1,0.2716,0.0881,0.0633,0.31,0.28,0.27
ATGP3_GAG__AT1G62990.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G63020.2,0.0,0.0,0.0,0.2,0.18,0.18
ATGP3_GAG__AT1G63030.2,0.0,0.0,0.0,0.1,0.1,0.1
ATGP3_GAG__AT1G63100.1,0.0137,0.0,0.0,0.35,0.23,0.22
ATGP3_GAG__AT1G63160.1,0.0,0.0,0.0,0.16,0.11,0.1
ATGP3_GAG__AT1G63210.1,0.0,0.0,0.0,0.17,0.17,0.16
ATGP3_GAG__AT1G63490.1,0.0,0.0,0.0,0.2,0.18,0.17
ATGP3_GAG__AT1G63540.1,0.0,0.0,0.0,0.18,0.17,0.15
ATGP3_GAG__AT1G63650.3,0.0,0.0,0.0,0.17,0.17,0.16
ATGP3_GAG__AT1G63680.1,0.012,0.0,0.0,0.34,0.32,0.2
ATGP3_GAG__AT1G63810.1,0.0,0.0,0.0,0.18,0.16,0.15
ATGP3_GAG__AT1G63910.1,0.0,0.0,0.0,0.12,0.12,0.12
ATGP3_GAG__AT1G63980.1,0.0,0.0,0.0,0.1,0.1,0.1
ATGP3_GAG__AT1G63990.1,0.0,0.0,0.0,0.24,0.17,0.16
ATGP3_GAG__AT1G64000.1,0.0,0.0,0.0,0.1,0.1,0.1
ATGP3_GAG__AT1G64030.1,0.0,0.0,0.0,0.13,0.13,0.13
ATGP3_GAG__AT1G64100.2,0.1271,0.0,0.0,0.34,0.21,0.19
ATGP3_GAG__AT1G64105.1,0.0,0.0,0.0,0.21,0.17,0.11
ATGP3_GAG__AT1G64280.1,0.0101,0.0,0.0,0.23,0.17,0.18
ATGP3_GAG__AT1G64380.1,0.0,0.0,0.0,0.14,0.12,0.11
ATGP3_GAG__AT1G64510.1,0.0,0.0,0.0,0.11,0.1,0.09
ATGP3_GAG__AT1G64530.1,0.0,0.0,0.0,0.24,0.21,0.18
ATGP3_GAG__AT1G64570.1,0.0,0.0,0.0,0.2,0.17,0.16
ATGP3_GAG__AT1G64600.1,0.0,0.0,0.0,0.15,0.14,0.13
ATGP3_GAG__AT1G64620.1,0.0,0.0,0.0,0.12,0.12,0.1
ATGP3_GAG__AT1G64625.1,0.0,0.0,0.0,0.14,0.14,0.13
ATGP3_GAG__AT1G64630.1,0.015,0.0,0.0,0.24,0.22,0.17
ATGP3_GAG__AT1G64740.1,0.0,0.0,0.0,0.17,0.15,0.12
ATGP3_GAG__AT1G64750.3,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G64790.2,0.0,0.0,0.0,0.29,0.24,0.24
ATGP3_GAG__AT1G64800.1,0.0,0.0,0.0,0.11,0.1,0.1
ATGP3_GAG__AT1G64810.2,0.0,0.0,0.0,0.15,0.14,0.14
ATGP3_GAG__AT1G64860.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G64880.1,0.0,0.0,0.0,0.14,0.14,0.13
ATGP3_GAG__AT1G64960.1,0.0129,0.0,0.0,0.25,0.2,0.18
ATGP3_GAG__AT1G65010.1,0.0,0.0,0.0,0.16,0.16,0.15
ATGP3_GAG__AT1G65070.2,0.0,0.0,0.0,0.15,0.15,0.14
ATGP3_GAG__AT1G65300.1,0.0,0.0,0.0,0.16,0.13,0.11
ATGP3_GAG__AT1G65330.1,0.2335,0.1337,0.0113,0.37,0.29,0.17
ATGP3_GAG__AT1G65360.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G65440.1,0.0,0.0,0.0,0.21,0.19,0.19
ATGP3_GAG__AT1G65450.1,0.0,0.0,0.0,0.2,0.17,0.16
ATGP3_GAG__AT1G65470.1,0.0,0.0,0.0,0.15,0.15,0.15
ATGP3_GAG__AT1G65660.1,0.0,0.0,0.0,0.13,0.11,0.11
ATGP3_GAG__AT1G65700.3,0.0,0.0,0.0,0.11,0.11,0.11
ATGP3_GAG__AT1G65910.1,0.0,0.0,0.0,0.14,0.14,0.14
ATGP3_GAG__AT1G66040.1,0.0,0.0,0.0,0.16,0.15,0.13
ATGP3_GAG__AT1G66050.1,0.0,0.0,0.0,0.15,0.14,0.12
ATGP3_GAG__AT1G66080.1,0.0,0.0,0.0,0.16,0.15,0.13
ATGP3_GAG__AT1G66140.1,0.0,0.0,0.0,0.1,0.1,0.1
ATGP3_GAG__AT1G66145.1,0.0,0.0,0.0,0.08,0.08,0.06
ATGP3_GAG__AT1G66170.1,0.0,0.0,0.0,0.2,0.15,0.15
ATGP3_GAG__AT1G66230.1,0.0,0.0,0.0,0.11,0.11,0.1
ATGP3_GAG__AT1G66260.2,0.0,0.0,0.0,0.16,0.12,0.11
ATGP3_GAG__AT1G66340.1,0.0112,0.0,0.0,0.25,0.15,0.14
ATGP3_GAG__AT1G66345.1,0.0,0.0,0.0,0.2,0.18,0.14
ATGP3_GAG__AT1G66350.1,0.0242,0.0794,0.0108,0.44,0.43,0.34
ATGP3_GAG__AT1G66370.1,0.0,0.0,0.0,0.11,0.1,0.1
ATGP3_GAG__AT1G66380.1,0.0,0.0,0.0,0.09,0.09,0.09
ATGP3_GAG__AT1G66390.1,0.0,0.0,0.0,0.1,0.1,0.1
ATGP3_GAG__AT1G66420.1,0.0,0.0,0.0,0.14,0.12,0.11
ATGP3_GAG__AT1G66470.1,0.0,0.0,0.0,0.13,0.13,0.12
ATGP3_GAG__AT1G66500.1,0.0,0.0,0.0,0.11,0.11,0.11
ATGP3_GAG__AT1G66510.2,0.0119,0.0,0.0,0.23,0.19,0.17
ATGP3_GAG__AT1G66560.1,0.0,0.0,0.0,0.13,0.13,0.11
ATGP3_GAG__AT1G66580.1,0.0,0.0,0.0,0.23,0.1,0.09
ATGP3_GAG__AT1G66600.1,0.0,0.0,0.0,0.17,0.12,0.11
ATGP3_GAG__AT1G66700.1,0.0,0.0,0.0,0.14,0.12,0.11
ATGP3_GAG__AT1G66730.1,0.0,0.0,0.0,0.18,0.18,0.17
ATGP3_GAG__AT1G66740.1,0.0,0.0,0.0,0.26,0.17,0.13
ATGP3_GAG__AT1G66750.1,0.0,0.0,0.0,0.16,0.16,0.15
ATGP3_GAG__AT1G66810.1,0.0,0.0,0.0,0.11,0.11,0.11
ATGP3_GAG__AT1G67030.1,0.0,0.0,0.0,0.11,0.1,0.09
ATGP3_GAG__AT1G67180.1,0.0,0.0,0.0,0.12,0.12,0.12
ATGP3_GAG__AT1G67220.1,0.0135,0.0,0.0,0.28,0.19,0.19
ATGP3_GAG__AT1G67230.1,0.0,0.0,0.0,0.16,0.15,0.15
ATGP3_GAG__AT1G67260.1,0.0,0.0,0.0,0.14,0.12,0.11
ATGP3_GAG__AT1G67270.1,0.0,0.0,0.0,0.13,0.13,0.12
ATGP3_GAG__AT1G67310.1,0.0,0.0,0.0,0.16,0.16,0.15
ATGP3_GAG__AT1G67320.3,0.0,0.0,0.0,0.16,0.16,0.15
ATGP3_GAG__AT1G67370.1,0.0414,0.0109,0.0,0.31,0.23,0.19
ATGP3_GAG__AT1G67430.1,0.0,0.0,0.0,0.09,0.09,0.08
ATGP3_GAG__AT1G67500.2,0.0,0.0,0.0,0.22,0.2,0.2
ATGP3_GAG__AT1G67580.2,0.0,0.0,0.0,0.19,0.17,0.15
ATGP3_GAG__AT1G67620.1,0.0,0.0,0.0,0.22,0.15,0.1
ATGP3_GAG__AT1G67630.1,0.0,0.0,0.0,0.17,0.16,0.14
ATGP3_GAG__AT1G67650.1,0.0,0.0,0.0,0.21,0.16,0.13
ATGP3_GAG__AT1G67680.1,0.0108,0.0,0.0,0.2,0.18,0.18
ATGP3_GAG__AT1G67780.1,0.0,0.0,0.0,0.14,0.13,0.13
ATGP3_GAG__AT1G67890.1,0.1075,0.0,0.0,0.24,0.18,0.18
ATGP3_GAG__AT1G67970.1,0.014,0.0,0.0,0.21,0.16,0.14
ATGP3_GAG__AT1G68050.1,0.0,0.0,0.0,0.17,0.17,0.16
ATGP3_GAG__AT1G68130.1,0.0,0.0,0.0,0.15,0.11,0.11
ATGP3_GAG__AT1G68150.1,0.0471,0.0,0.0,0.18,0.12,0.11
ATGP3_GAG__AT1G68190.1,0.0,0.0,0.0,0.13,0.13,0.13
ATGP3_GAG__AT1G68200.1,0.0,0.0,0.0,0.12,0.12,0.11
ATGP3_GAG__AT1G68210.1,0.0,0.0,0.0,0.15,0.15,0.14
ATGP3_GAG__AT1G68240.1,0.0,0.0,0.0,0.14,0.12,0.11
ATGP3_GAG__AT1G68310.1,0.0,0.0,0.0,0.14,0.13,0.11
ATGP3_GAG__AT1G68320.1,0.0,0.0,0.0,0.14,0.13,0.12
ATGP3_GAG__AT1G68360.1,0.0,0.0,0.0,0.13,0.12,0.1
ATGP3_GAG__AT1G68520.1,0.0,0.0,0.0,0.11,0.11,0.11
ATGP3_GAG__AT1G68550.2,0.0,0.0,0.0,0.11,0.1,0.11
ATGP3_GAG__AT1G68590.1,0.0,0.0,0.0,0.13,0.11,0.1
ATGP3_GAG__AT1G68640.1,0.0,0.0,0.0,0.18,0.14,0.14
ATGP3_GAG__AT1G68670.1,0.0,0.0,0.0,0.13,0.12,0.12
ATGP3_GAG__AT1G68760.1,0.0,0.0,0.0,0.14,0.09,0.09
ATGP3_GAG__AT1G68790.1,0.3992,0.0122,0.0,0.28,0.21,0.17
ATGP3_GAG__AT1G68800.1,0.0,0.0,0.0,0.12,0.12,0.11
ATGP3_GAG__AT1G68810.1,0.0,0.0,0.0,0.14,0.13,0.12
ATGP3_GAG__AT1G68840.2,0.0,0.0,0.0,0.15,0.13,0.12
ATGP3_GAG__AT1G68880.1,0.0,0.0,0.0,0.13,0.12,0.1
ATGP3_GAG__AT1G68920.2,0.0112,0.0,0.0,0.19,0.14,0.14
ATGP3_GAG__AT1G69010.1,0.0,0.0,0.0,0.14,0.12,0.12
ATGP3_GAG__AT1G69120.1,0.0,0.0,0.0,0.12,0.1,0.1
ATGP3_GAG__AT1G69170.1,0.0,0.0,0.0,0.12,0.12,0.11
ATGP3_GAG__AT1G69180.1,0.0123,0.0,0.0,0.21,0.17,0.15
ATGP3_GAG__AT1G69200.1,0.0,0.0,0.0,0.16,0.15,0.14
ATGP3_GAG__AT1G69260.1,0.0,0.0,0.0,0.14,0.11,0.11
ATGP3_GAG__AT1G69310.2,0.0,0.0,0.0,0.11,0.11,0.1
ATGP3_GAG__AT1G69380.1,0.0,0.0,0.0,0.11,0.12,0.11
ATGP3_GAG__AT1G69400.1,0.0,0.0,0.0,0.13,0.12,0.11
ATGP3_GAG__AT1G69410.1,0.0,0.0,0.0,0.12,0.11,0.09
ATGP3_GAG__AT1G69440.1,0.0,0.0,0.0,0.17,0.16,0.16
ATGP3_GAG__AT1G69485.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G69490.1,0.0,0.0,0.0,0.16,0.11,0.1
ATGP3_GAG__AT1G69540.1,0.0,0.0,0.0,0.15,0.15,0.12
ATGP3_GAG__AT1G69560.1,0.0,0.0,0.0,0.11,0.11,0.1
ATGP3_GAG__AT1G69570.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G69580.2,0.0796,0.0459,0.014,0.22,0.21,0.2
ATGP3_GAG__AT1G69600.1,0.0,0.0,0.0,0.12,0.12,0.11
ATGP3_GAG__AT1G69620.1,0.0,0.0,0.0,0.09,0.1,0.07
ATGP3_GAG__AT1G69680.1,0.0,0.0,0.0,0.14,0.12,0.11
ATGP3_GAG__AT1G69690.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G69770.1,0.0,0.0,0.0,0.2,0.19,0.18
ATGP3_GAG__AT1G69780.1,0.015,0.0,0.0,0.21,0.11,0.11
ATGP3_GAG__AT1G69810.1,0.0138,0.0,0.0,0.18,0.11,0.11
ATGP3_GAG__AT1G69960.1,0.0,0.0,0.0,0.17,0.17,0.13
ATGP3_GAG__AT1G70000.2,0.0,0.0,0.0,0.1,0.09,0.09
ATGP3_GAG__AT1G70060.1,0.092,0.0152,0.0,0.26,0.24,0.21
ATGP3_GAG__AT1G70070.1,0.0,0.0,0.0,0.2,0.19,0.17
ATGP3_GAG__AT1G70190.2,0.0,0.0,0.0,0.12,0.1,0.09
ATGP3_GAG__AT1G70210.1,0.0,0.0,0.0,0.25,0.22,0.17
ATGP3_GAG__AT1G70270.1,0.0,0.0,0.0,0.16,0.14,0.11
ATGP3_GAG__AT1G70400.3,0.0,0.0,0.0,0.13,0.13,0.12
ATGP3_GAG__AT1G70510.1,0.0,0.0,0.0,0.15,0.13,0.12
ATGP3_GAG__AT1G70540.1,0.3359,0.0,0.0,0.61,0.14,0.11
ATGP3_GAG__AT1G70600.1,0.0,0.0,0.0,0.1,0.09,0.09
ATGP3_GAG__AT1G71030.1,0.0,0.0,0.0,0.15,0.1,0.1
ATGP3_GAG__AT1G71080.1,0.0,0.0,0.0,0.13,0.12,0.12
ATGP3_GAG__AT1G71130.1,0.0,0.0,0.0,0.13,0.1,0.09
ATGP3_GAG__AT1G71150.1,0.0102,0.0,0.0,0.27,0.19,0.18
ATGP3_GAG__AT1G71200.1,0.0,0.0,0.0,0.15,0.13,0.11
ATGP3_GAG__AT1G71260.1,0.0,0.0,0.0,0.11,0.09,0.09
ATGP3_GAG__AT1G71310.2,0.0,0.0,0.0,0.13,0.09,0.08
ATGP3_GAG__AT1G71350.1,0.0,0.0,0.0,0.14,0.13,0.12
ATGP3_GAG__AT1G71360.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G71450.1,0.0,0.0,0.0,0.15,0.13,0.11
ATGP3_GAG__AT1G71520.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G71530.1,0.0,0.0,0.0,0.18,0.18,0.18
ATGP3_GAG__AT1G71692.1,0.0,0.0,0.0,0.13,0.13,0.12
ATGP3_GAG__AT1G71720.1,0.0,0.0,0.0,0.14,0.13,0.12
ATGP3_GAG__AT1G71730.1,0.0,0.0,0.0,0.11,0.1,0.1
ATGP3_GAG__AT1G71760.2,0.0,0.0,0.0,0.11,0.1,0.1
ATGP3_GAG__AT1G71770.2,0.0,0.0,0.0,0.16,0.15,0.14
ATGP3_GAG__AT1G71800.1,0.0,0.0106,0.0,0.18,0.16,0.16
ATGP3_GAG__AT1G71930.1,0.0,0.0,0.0,0.18,0.12,0.12
ATGP3_GAG__AT1G72010.1,0.0,0.0,0.0,0.11,0.11,0.11
ATGP3_GAG__AT1G72030.1,0.0,0.0,0.0,0.21,0.16,0.14
ATGP3_GAG__AT1G72050.2,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G72210.1,0.0172,0.0,0.0,0.21,0.13,0.11
ATGP3_GAG__AT1G72270.1,0.0,0.0,0.0,0.29,0.24,0.23
ATGP3_GAG__AT1G72320.1,0.0,0.0,0.0,0.17,0.17,0.16
ATGP3_GAG__AT1G72340.1,0.0,0.0,0.0,0.22,0.15,0.15
ATGP3_GAG__AT1G72360.2,0.011,0.0,0.0,0.16,0.13,0.12
ATGP3_GAG__AT1G72370.1,0.0,0.0,0.0,0.18,0.14,0.14
ATGP3_GAG__AT1G72390.1,0.0,0.0,0.0,0.19,0.18,0.17
ATGP3_GAG__AT1G72440.1,0.0,0.0,0.0,0.17,0.17,0.17
ATGP3_GAG__AT1G72560.3,0.0,0.0,0.0,0.21,0.19,0.18
ATGP3_GAG__AT1G72570.1,0.0,0.0,0.0,0.14,0.14,0.13
ATGP3_GAG__AT1G72660.3,0.0,0.0,0.0,0.13,0.12,0.11
ATGP3_GAG__AT1G72730.1,0.0,0.0,0.0,0.22,0.19,0.11
ATGP3_GAG__AT1G72830.2,0.0,0.0,0.0,0.1,0.1,0.1
ATGP3_GAG__AT1G73100.1,0.0,0.0,0.0,0.2,0.17,0.17
ATGP3_GAG__AT1G73177.1,0.0,0.0,0.0,0.14,0.11,0.11
ATGP3_GAG__AT1G73240.1,0.0,0.0,0.0,0.16,0.15,0.14
ATGP3_GAG__AT1G73410.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G73500.1,0.0,0.0,0.0,0.24,0.18,0.18
ATGP3_GAG__AT1G73690.1,0.0,0.0,0.0,0.18,0.16,0.15
ATGP3_GAG__AT1G73720.1,0.0,0.0,0.0,0.17,0.16,0.13
ATGP3_GAG__AT1G73730.1,0.0,0.0,0.0,0.14,0.15,0.14
ATGP3_GAG__AT1G73790.1,0.0,0.0,0.0,0.17,0.16,0.15
ATGP3_GAG__AT1G73805.1,0.0,0.0,0.0,0.14,0.14,0.13
ATGP3_GAG__AT1G73820.1,0.0,0.0,0.0,0.11,0.11,0.1
ATGP3_GAG__AT1G73830.1,0.0261,0.0,0.0,0.21,0.18,0.11
ATGP3_GAG__AT1G73840.1,0.0173,0.0,0.0,0.18,0.14,0.15
ATGP3_GAG__AT1G73870.1,0.0,0.0,0.0,0.11,0.11,0.1
ATGP3_GAG__AT1G73960.1,0.0284,0.0116,0.0,0.37,0.31,0.2
ATGP3_GAG__AT1G74050.1,0.0,0.0,0.0,0.09,0.09,0.08
ATGP3_GAG__AT1G74060.1,0.0,0.0,0.0,0.09,0.09,0.08
ATGP3_GAG__AT1G74080.1,0.0,0.0,0.0,0.13,0.11,0.11
ATGP3_GAG__AT1G74120.1,0.0,0.0,0.0,0.13,0.12,0.12
ATGP3_GAG__AT1G74270.1,0.0,0.0,0.0,0.13,0.12,0.11
ATGP3_GAG__AT1G74310.1,0.0,0.0,0.0,0.17,0.16,0.16
ATGP3_GAG__AT1G74330.1,0.0,0.0,0.0,0.23,0.22,0.18
ATGP3_GAG__AT1G74350.1,0.0,0.0,0.0,0.16,0.16,0.15
ATGP3_GAG__AT1G74480.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G74500.1,0.0,0.0,0.0,0.21,0.16,0.16
ATGP3_GAG__AT1G74560.3,0.0,0.0,0.0,0.14,0.13,0.12
ATGP3_GAG__AT1G74660.1,0.0,0.0,0.0,0.11,0.11,0.11
ATGP3_GAG__AT1G74850.1,0.014,0.0129,0.0,0.37,0.35,0.21
ATGP3_GAG__AT1G74890.1,0.0,0.0,0.0,0.18,0.14,0.12
ATGP3_GAG__AT1G74900.1,0.0143,0.0,0.0,0.38,0.17,0.16
ATGP3_GAG__AT1G74930.1,0.0,0.0,0.0,0.18,0.11,0.11
ATGP3_GAG__AT1G74970.1,0.0,0.0,0.0,0.16,0.1,0.08
ATGP3_GAG__AT1G75060.1,0.0,0.0,0.0,0.13,0.12,0.11
ATGP3_GAG__AT1G75080.2,0.0,0.0,0.0,0.17,0.12,0.1
ATGP3_GAG__AT1G75230.2,0.0,0.0,0.0,0.15,0.15,0.13
ATGP3_GAG__AT1G75240.1,0.0,0.0,0.0,0.13,0.11,0.11
ATGP3_GAG__AT1G75250.1,0.0,0.0,0.0,0.13,0.1,0.1
ATGP3_GAG__AT1G75350.1,0.0,0.0,0.0,0.11,0.1,0.08
ATGP3_GAG__AT1G75380.3,0.0,0.0,0.0,0.16,0.14,0.11
ATGP3_GAG__AT1G75390.1,0.0,0.0,0.0,0.14,0.13,0.09
ATGP3_GAG__AT1G75410.2,0.1578,0.0885,0.0,0.23,0.23,0.16
ATGP3_GAG__AT1G75430.1,0.143,0.1326,0.0167,0.36,0.35,0.3
ATGP3_GAG__AT1G75490.1,0.0,0.0,0.0,0.15,0.14,0.12
ATGP3_GAG__AT1G75510.1,0.0,0.0,0.0,0.22,0.15,0.11
ATGP3_GAG__AT1G75520.1,0.0,0.0,0.0,0.12,0.11,0.11
ATGP3_GAG__AT1G75530.1,0.0,0.0,0.0,0.12,0.12,0.12
ATGP3_GAG__AT1G75540.1,0.0,0.0,0.0,0.12,0.11,0.1
ATGP3_GAG__AT1G75660.1,0.0,0.0,0.0,0.18,0.17,0.16
